순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
2107,900260,로스웰,"316","-3","-0.9","792,940","251,049,169","319","319","315","44,802,875,000","0.00","141,781,250",,,
2108,006200,한국전자홀딩스,"955","15","1.6","794,824","761,077,812","941","971","935","44,696,994,880","0.00","46,803,136",,,
2109,019180,티에이치엔,"2,480","15","0.6","35,668","88,173,460","2,465","2,490","2,455","44,640,000,000","0.00","18,000,000",,,
2110,092300,현우산업,"2,895","10","0.4","38,190","110,251,400","2,875","2,910","2,870","44,600,187,615","0.00","15,405,937",,,
2111,000760,이화산업,"15,850","200","1.3","1,689","26,684,900","15,650","16,000","15,650","44,380,000,000","0.00","2,800,000",,,
2112,051390,YW,"3,905","-5","-0.1","7,418","29,005,880","3,910","3,930","3,885","44,342,712,040","0.00","11,355,368",,,
2113,232530,이엠티,"2,960","-265","-8.2","26,075","77,408,835","3,300","3,380","2,810","44,310,143,280","0.00","14,969,643",,,
2114,080530,코디,"1,830","10","0.6","73,406","133,292,325","1,800","1,840","1,800","44,293,272,420","0.00","24,203,974",,,
2115,227610,아우딘퓨쳐스,"4,420","-20","-0.4","11,884","52,134,275","4,400","4,455","4,330","44,200,000,000","0.00","10,000,000",,,
2116,003495,대한항공우,"39,700","-1,450","-3.5","21,793","867,592,650","41,000","41,000","39,700","44,098,521,800","0.00","1,110,794",,,
2117,073190,듀오백,"3,675","375","11.4","559,539","1,980,696,395","3,300","3,785","3,300","43,982,547,000","0.00","11,968,040",,,
2118,216280,원텍,"9,800","300","3.2","3,859","37,761,470","9,800","9,800","9,600","43,876,560,000","0.00","4,477,200",,,
2119,011230,삼화전자,"4,195","5","0.1","65,555","276,823,465","4,150","4,280","4,150","43,871,058,300","0.00","10,457,940",,,
2120,002220,한일철강,"1,845","30","1.6","67,675","124,562,585","1,815","1,860","1,815","43,693,055,685","0.00","23,681,873",,,
2121,208350,지란지교시큐리티,"5,620","-40","-0.7","15,928","89,398,130","5,690","5,690","5,570","43,692,875,460","0.00","7,774,533",,,
2122,053270,구영테크,"1,650","30","1.8","118,041","193,735,490","1,625","1,660","1,620","43,550,387,100","0.00","26,394,174",,,
2123,005820,원림,"19,750","50","0.2","2,500","49,670,850","19,750","20,000","19,650","43,450,000,000","0.00","2,200,000",,,
2124,032960,동일기연,"12,750","0","0.0","6,459","81,969,250","12,750","12,850","12,550","43,443,189,750","0.00","3,407,309",,,
2125,307750,대신밸런스제6호스팩,"8,670","610","7.6","582,458","5,048,969,010","8,060","9,100","7,900","43,436,700,000","0.00","5,010,000",,,
2126,003465,유화증권우,"2,480","-15","-0.6","384","953,995","2,495","2,495","2,480","43,341,534,000","0.00","17,476,425",,,
2127,310200,애니플러스,"1,525","-5","-0.3","62,193","95,076,460","1,520","1,540","1,520","43,321,344,475","0.00","28,407,439",,,
2128,086250,이노와이즈,"1,405","0","0.0","0","0","0","0","0","43,288,294,470","0.00","30,810,174",,,
2129,032540,TJ미디어,"3,105","20","0.6","10,565","32,623,640","3,085","3,120","3,050","43,257,645,945","0.00","13,931,609",,,
2130,138070,신진에스엠,"4,810","-35","-0.7","8,935","42,879,710","4,870","4,870","4,750","43,156,200,230","0.00","8,972,183",,,
2131,085910,네오티스,"3,910","0","0.0","14,204","55,467,745","3,885","3,930","3,880","43,063,480,980","0.00","11,013,678",,,
2132,090150,광진윈텍,"4,445","125","2.9","90,553","401,638,710","4,320","4,505","4,280","42,931,556,885","0.00","9,658,393",,,
2133,045340,토탈소프트,"4,995","60","1.2","925,409","4,794,613,965","5,070","5,410","4,970","42,747,409,800","0.00","8,558,040",,,
2134,136510,쎄미시스코,"7,580","-40","-0.5","13,959","106,227,060","7,680","7,700","7,580","42,733,606,820","0.00","5,637,679",,,
2135,099410,동방선기,"3,150","180","6.1","3,280,615","10,807,426,605","3,350","3,425","3,125","42,654,156,300","0.00","13,541,002",,,
2136,064510,에코마이스터,"1,595","-5","-0.3","185,692","296,266,620","1,600","1,615","1,580","42,573,114,760","0.00","26,691,608",,,
2137,049470,SGA,"880","6","0.7","2,355,327","2,128,753,338","869","943","859","42,558,779,120","0.00","48,362,249",,,
2138,054930,유신,"14,150","-50","-0.4","2,806","39,848,300","14,200","14,300","14,150","42,450,000,000","0.00","3,000,000",,,
2139,065420,에스아이리소스,"639","0","0.0","0","0","0","0","0","42,391,307,925","0.00","66,340,075",,,
2140,010145,삼성중공우,"368,500","-7,000","-1.9","1,377","513,531,000","377,000","377,000","368,500","42,320,382,500","0.00","114,845",,,
2141,286000,씨엔티드림,"9,300","0","0.0","9,125","77,784,400","8,800","9,300","7,910","42,178,662,000","0.00","4,535,340",,,
2142,065690,파커스,"3,010","-25","-0.8","15,667","47,031,385","3,035","3,035","2,985","42,030,162,090","0.00","13,963,509",,,
2143,032580,피델릭스,"1,320","-10","-0.8","197,793","258,694,825","1,320","1,325","1,295","41,987,003,520","0.00","31,808,336",,,
2144,297570,알로이스,"2,420","-10","-0.4","143,540","344,812,870","2,430","2,450","2,380","41,937,181,880","0.00","17,329,414",,,
2145,017000,신원종합개발,"4,160","-40","-1.0","75,729","313,858,805","4,195","4,200","4,115","41,882,992,320","0.00","10,068,027",,,
2146,900300,오가닉티코스메틱,"648","0","0.0","454,819","295,407,281","648","654","645","41,738,366,880","0.00","64,411,060",,,
2147,227420,도부마스크,"4,820","15","0.3","10,698","51,599,910","5,090","5,090","4,635","41,527,206,460","0.00","8,615,603",,,
2148,004100,태양금속,"1,130","-5","-0.4","182,386","205,043,030","1,135","1,145","1,110","41,471,000,000","0.00","36,700,000",,,
2149,043710,서울리거,"1,140","40","3.6","555,454","626,345,025","1,110","1,155","1,095","41,423,858,520","0.00","36,336,718",,,
2150,019990,에너토크,"4,225","35","0.8","24,378","102,642,495","4,190","4,250","4,185","41,219,471,800","0.00","9,756,088",,,
2151,226400,오스테오닉,"3,150","5","0.2","36,794","115,209,455","3,145","3,155","3,100","41,129,710,650","0.00","13,057,051",,,
2152,081580,성우전자,"2,650","30","1.2","55,892","148,059,675","2,620","2,705","2,610","41,096,578,950","0.00","15,508,143",,,
2153,069140,누리플랜,"5,920","-10","-0.2","65,060","390,296,180","5,930","6,090","5,890","40,573,164,000","0.00","6,853,575",,,
2154,184230,SGA솔루션즈,"1,105","10","0.9","591,463","650,377,845","1,100","1,125","1,080","40,527,016,465","0.00","36,676,033",,,
2155,001210,금호전기,"3,375","50","1.5","23,019","76,463,065","3,325","3,390","3,290","40,438,642,500","0.00","11,981,820",,,
2156,177350,베셀,"3,575","40","1.1","42,182","150,241,410","3,535","3,600","3,525","40,012,715,600","0.00","11,192,368",,,
2157,032080,아즈텍WB,"1,860","20","1.1","124,232","230,517,600","1,830","1,880","1,830","39,973,313,940","0.00","21,491,029",,,
2158,237750,피앤씨테크,"6,150","70","1.2","31,327","193,078,870","6,080","6,220","6,080","39,954,090,000","0.00","6,496,600",,,
2159,011420,갤럭시아에스엠,"1,450","-15","-1.0","220,965","322,778,635","1,465","1,485","1,445","39,946,983,800","0.00","27,549,644",,,
2160,012620,원일특강,"8,980","0","0.0","13,144","118,036,570","9,000","9,050","8,940","39,512,000,000","0.00","4,400,000",,,
2161,079170,한창산업,"7,500","50","0.7","33,305","248,877,140","7,450","7,520","7,420","39,000,000,000","0.00","5,200,000",,,
2162,066790,씨씨에스,"846","0","0.0","0","0","0","0","0","38,895,837,282","0.00","45,976,167",,,
2163,079000,와토스코리아,"5,400","-30","-0.6","10,459","56,620,880","5,430","5,450","5,380","38,880,000,000","0.00","7,200,000",,,
2164,053110,소리바다,"405","4","1.0","4,301,296","1,760,559,161","398","420","397","38,858,529,330","0.00","95,946,986",,,
2165,065440,이루온,"1,420","-10","-0.7","206,681","293,299,375","1,430","1,430","1,405","38,730,528,400","0.00","27,275,020",,,
2166,035460,기산텔레콤,"2,650","25","1.0","68,685","180,791,410","2,625","2,650","2,615","38,629,951,000","0.00","14,577,340",,,
2167,187790,나노,"1,495","-10","-0.7","142,159","212,006,675","1,520","1,520","1,480","38,567,793,225","0.00","25,797,855",,,
2168,025880,케이씨피드,"2,305","-20","-0.9","126,416","290,553,320","2,320","2,345","2,285","38,530,052,690","0.00","16,715,858",,,
2169,024940,PN풍년,"3,850","60","1.6","40,308","154,321,565","3,790","3,870","3,780","38,500,000,000","0.00","10,000,000",,,
2170,084870,TBH글로벌,"1,845","45","2.5","28,546","51,625,710","1,815","1,850","1,785","38,480,831,055","0.00","20,856,819",,,
2171,033050,제이엠아이,"1,180","30","2.6","486,245","564,017,270","1,150","1,185","1,140","38,443,623,560","0.00","32,579,342",,,
2172,021880,메이슨캐피탈,"387","-3","-0.8","159,792","61,933,343","391","393","385","38,384,365,896","0.00","99,184,408",,,
2173,024070,WISCOM,"2,490","15","0.6","98,676","244,831,050","2,460","2,540","2,435","38,162,830,620","0.00","15,326,438",,,
2174,317850,대모,"4,580","-35","-0.8","9,886","45,520,365","4,640","4,640","4,575","38,125,843,600","0.00","8,324,420",,,
2175,009140,경인전자,"24,150","-150","-0.6","1,005","24,126,650","24,300","24,300","23,900","37,934,747,550","0.00","1,570,797",,,
2176,223310,경남제약헬스케어,"3,320","0","0.0","0","0","0","0","0","37,836,250,520","0.00","11,396,461",,,
2177,115570,스타플렉스,"4,915","10","0.2","29,490","144,704,345","4,885","4,950","4,885","37,799,333,405","0.00","7,690,607",,,
2178,071090,하이스틸,"18,900","-50","-0.3","2,424","45,661,000","18,950","18,950","18,800","37,798,941,600","0.00","1,999,944",,,
2179,317860,노드메이슨,"10,000","0","0.0","200","2,000,000","10,000","10,000","10,000","37,582,580,000","0.00","3,758,258",,,
2180,054300,팬스타엔터프라이즈,"713","-1","-0.1","145,937","103,847,888","717","717","707","37,395,345,570","0.00","52,447,890",,,
2181,056090,유앤아이,"4,785","-95","-2.0","25,444","122,580,435","4,835","4,895","4,775","37,155,017,790","0.00","7,764,894",,,
2182,014910,성문전자,"1,895","-20","-1.0","73,656","139,569,065","1,915","1,920","1,880","36,927,594,015","0.00","19,486,857",,,
2183,207490,에이펙스인텍,"10,250","0","0.0","0","0","0","0","0","36,900,000,000","0.00","3,600,000",,,
2184,179530,애드바이오텍,"21,000","550","2.7","441","9,170,850","20,000","22,500","20,000","36,835,470,000","0.00","1,754,070",,,
2185,002690,동일제강,"2,450","0","0.0","77,911","190,367,695","2,450","2,480","2,390","36,750,000,000","0.00","15,000,000",,,
2186,101390,아이엠,"867","-33","-3.7","5,290,416","4,593,371,715","874","888","848","36,607,488,390","0.00","42,223,170",,,
2187,159910,스킨앤스킨,"263","0","0.0","0","0","0","0","0","36,570,869,305","0.00","139,052,735",,,
2188,212560,네오오토,"4,640","-30","-0.6","59,248","274,016,950","4,670","4,670","4,600","36,539,828,320","0.00","7,874,963",,,
2189,048830,엔피케이,"1,940","-70","-3.5","300,759","583,014,720","2,010","2,010","1,910","36,324,410,620","0.00","18,723,923",,,
2190,045890,GV,"513","-5","-1.0","1,001,055","511,605,698","523","523","507","36,233,604,504","0.00","70,630,808",,,
2191,322970,무진메디,"5,370","50","0.9","3,732","20,391,570","5,440","5,490","5,240","36,211,939,860","0.00","6,743,378",,,
2192,263540,샘코,"2,015","0","0.0","0","0","0","0","0","36,098,614,175","0.00","17,914,945",,,
2193,025870,신라에스지,"9,020","-60","-0.7","35,532","321,125,110","9,110","9,110","9,000","36,080,000,000","0.00","4,000,000",,,
2194,026040,제이에스티나,"2,170","25","1.2","64,539","141,032,950","2,200","2,205","2,160","35,813,224,300","0.00","16,503,790",,,
2195,007770,한일화학,"10,200","-50","-0.5","17,918","184,372,050","10,350","10,500","10,100","35,802,000,000","0.00","3,510,000",,,
2196,010640,진양폴리,"3,580","-10","-0.3","24,522","87,729,755","3,590","3,600","3,560","35,800,000,000","0.00","10,000,000",,,
2197,155900,바다로19호,"2,355","5","0.2","2,201","5,280,895","2,435","2,435","2,355","35,796,009,420","0.00","15,200,004",,,
2198,093640,다믈멀티미디어,"2,840","-30","-1.0","53,326","152,094,995","2,870","2,895","2,820","35,784,954,240","0.00","12,600,336",,,
2199,083470,이엠앤아이,"1,585","0","0.0","0","0","0","0","0","35,542,856,275","0.00","22,424,515",,,
2200,070300,엑스큐어,"4,810","0","0.0","0","0","0","0","0","35,430,815,940","0.00","7,366,074",,,
2201,225590,패션플랫폼,"1,320","-10","-0.8","163,737","216,523,595","1,340","1,340","1,310","35,160,461,160","0.00","26,636,713",,,
2202,072950,빛샘전자,"5,830","-60","-1.0","45,512","263,777,760","5,830","5,880","5,610","34,980,000,000","0.00","6,000,000",,,
2203,343090,단디바이오,"6,400","10","0.2","203","1,299,400","6,450","6,450","6,400","34,933,280,000","0.00","5,458,325",,,
2204,071950,코아스,"1,130","-20","-1.7","139,799","159,506,235","1,155","1,155","1,130","34,925,147,300","0.00","30,907,210",,,
2205,018500,동원금속,"746","7","1.0","254,825","190,095,586","749","757","736","34,879,180,018","0.00","46,754,933",,,
2206,192390,윈하이텍,"3,265","65","2.0","50,977","164,503,620","3,200","3,280","3,175","34,794,765,440","0.00","10,656,896",,,
2207,217190,제너셈,"3,960","-35","-0.9","42,334","168,246,130","3,995","4,040","3,880","34,725,929,040","0.00","8,769,174",,,
2208,043590,크로바하이텍,"1,490","0","0.0","0","0","0","0","0","34,717,000,000","0.00","23,300,000",,,
2209,010420,한솔PNS,"1,660","30","1.8","132,088","218,885,330","1,630","1,690","1,620","34,018,399,920","0.00","20,493,012",,,
2210,032280,삼일,"2,090","0","0.0","212,913","447,783,170","2,110","2,135","2,080","33,886,403,100","0.00","16,213,590",,,
2211,197140,디지캡,"4,565","15","0.3","68,475","313,068,895","4,575","4,620","4,515","33,823,559,495","0.00","7,409,323",,,
2212,275630,에스에스알,"5,680","10","0.2","17,278","98,433,630","5,670","5,760","5,670","33,682,615,840","0.00","5,930,038",,,
2213,317530,캐리소프트,"4,980","100","2.0","328,235","1,656,700,945","4,990","5,250","4,885","33,670,756,080","0.00","6,761,196",,,
2214,036180,에이프런티어,"1,205","0","0.0","0","0","0","0","0","33,647,104,140","0.00","27,922,908",,,
2215,150440,피노텍,"3,495","-55","-1.6","11,569","39,393,235","3,580","3,580","3,400","33,431,114,940","0.00","9,565,412",,,
2216,005030,부산주공,"739","-2","-0.3","861,755","637,089,458","742","759","731","33,143,793,063","0.00","44,849,517",,,
2217,096300,베트남개발1,"240","0","0.0","166,211","39,844,189","238","241","238","33,043,250,640","0.00","137,680,211",,,
2218,250030,진코스텍,"13,650","-400","-2.8","5,036","70,313,000","14,000","14,400","13,650","32,862,648,000","0.00","2,407,520",,,
2219,36328K,티와이홀딩스우,"26,000","800","3.2","48,533","1,259,887,200","25,250","26,400","24,950","32,638,788,000","0.00","1,255,338",,,
2220,052770,아이톡시,"4,460","0","0.0","0","0","0","0","0","32,518,212,340","0.00","7,291,079",,,
2221,108675,LG하우시스우,"31,300","100","0.3","13,002","406,288,600","31,200","31,500","30,950","32,311,929,000","0.00","1,032,330",,,
2222,200580,메디쎄이,"9,280","-60","-0.6","5,133","47,795,130","9,340","9,390","9,250","32,277,315,520","0.00","3,478,159",,,
2223,161570,THE MIDONG,"2,330","-60","-2.5","174,504","410,117,625","2,370","2,390","2,325","32,134,861,380","0.00","13,791,786",,,
2224,114120,크루셜텍,"1,530","30","2.0","204,348","311,923,490","1,525","1,555","1,500","32,070,811,950","0.00","20,961,315",,,
2225,067770,세진티에스,"3,790","-40","-1.0","32,142","122,140,770","3,830","3,830","3,760","31,823,087,470","0.00","8,396,593",,,
2226,007575,일양약품우,"71,400","0","0.0","3,188","234,057,700","71,400","74,900","71,400","31,778,712,000","0.00","445,080",,,
2227,140910,에이리츠,"8,370","30","0.4","15,652","130,926,960","8,400","8,490","8,270","31,745,526,750","0.00","3,792,775",,,
2228,153460,네이블,"4,855","-45","-0.9","2,462","11,967,885","4,900","4,900","4,840","31,703,217,970","0.00","6,530,014",,,
2229,162120,루켄테크놀러지스,"6,390","210","3.4","215","1,394,690","6,790","6,790","5,460","31,695,812,190","0.00","4,960,221",,,
2230,130740,티피씨글로벌,"2,935","80","2.8","242,812","721,145,605","2,870","3,085","2,870","31,672,301,140","0.00","10,791,244",,,
2231,093380,풍강,"3,205","-5","-0.2","34,041","108,687,720","3,225","3,230","3,185","31,663,198,165","0.00","9,879,313",,,
2232,044780,에이치케이,"1,695","-10","-0.6","61,683","104,579,300","1,705","1,720","1,685","31,367,308,965","0.00","18,505,787",,,
2233,222160,바이옵트로,"5,550","150","2.8","5,288","29,351,300","5,500","5,600","5,500","31,287,159,300","0.00","5,637,326",,,
2234,003475,유안타증권우,"2,405","5","0.2","22,513","53,933,380","2,400","2,410","2,385","31,053,869,860","0.00","12,912,212",,,
2235,017250,인터엠,"1,470","-35","-2.3","191,348","282,518,165","1,505","1,515","1,450","30,936,836,490","0.00","21,045,467",,,
2236,189860,서전기전,"3,170","-30","-0.9","28,361","90,745,015","3,200","3,235","3,165","30,745,132,600","0.00","9,698,780",,,
2237,251960,엠에프엠코리아,"2,855","0","0.0","0","0","0","0","0","30,604,138,240","0.00","10,719,488",,,
2238,060380,동양에스텍,"3,050","0","0.0","15,539","47,472,640","3,050","3,070","3,045","30,500,000,000","0.00","10,000,000",,,
2239,015020,이스타코,"706","-44","-5.9","2,166,109","1,566,204,665","776","778","700","30,253,229,600","0.00","42,851,600",,,
2240,076340,관악산업,"6,210","160","2.6","1","6,210","6,210","6,210","6,210","30,251,766,600","0.00","4,871,460",,,
2241,035290,더블유에프엠,"11,750","0","0.0","0","0","0","0","0","30,199,109,750","0.00","2,570,137",,,
2242,003280,흥아해운,"258","0","0.0","0","0","0","0","0","30,117,000,222","0.00","116,732,559",,,
