순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1282,004440,삼일씨엔에스,"10,050","50","0.5","15,406","154,175,920","10,050","10,150","9,970","127,956,067,350","0.01","12,731,947",,,
1283,054220,비츠로시스,"5,930","0","0.0","0","0","0","0","0","127,850,669,540","0.01","21,559,978",,,
1284,067830,세이브존I&C,"3,115","-35","-1.1","123,329","385,641,290","3,140","3,170","3,100","127,842,387,925","0.01","41,040,895",,,
1285,186230,그린플러스,"13,300","150","1.1","66,104","876,034,100","13,250","13,400","13,150","127,782,968,600","0.01","9,607,742",,,
1286,053590,한국테크놀로지,"1,205","-15","-1.2","2,005,535","2,429,694,740","1,235","1,245","1,185","127,757,206,490","0.01","106,022,578",,,
1287,073110,엘엠에스,"14,350","200","1.4","397,565","5,692,561,500","14,400","14,600","13,950","127,654,084,250","0.01","8,895,755",,,
1288,073640,테라사이언스,"2,175","-80","-3.6","719,520","1,562,128,575","2,255","2,255","2,135","127,492,320,825","0.01","58,617,159",,,
1289,000890,보해양조,"1,000","0","0.0","1,919,695","1,925,003,362","1,005","1,010","999","127,449,373,000","0.01","127,449,373",,,
1290,037950,엘컴텍,"1,505","45","3.1","899,149","1,349,188,600","1,465","1,530","1,460","127,093,516,095","0.01","84,447,519",,,
1291,014530,극동유화,"3,620","60","1.7","88,870","319,765,060","3,595","3,620","3,575","126,227,300,400","0.01","34,869,420",,,
1292,079960,동양이엔피,"16,050","300","1.9","56,245","893,517,900","15,800","16,050","15,750","126,153,000,000","0.01","7,860,000",,,
1293,260870,시그넷이브이,"25,550","-300","-1.2","27,971","727,703,750","26,250","26,450","25,500","125,861,114,050","0.01","4,926,071",,,
1294,011810,STX,"6,380","-110","-1.7","53,958","341,798,990","6,490","6,490","6,250","125,857,634,760","0.01","19,726,902",,,
1295,009270,신원,"1,475","20","1.4","1,326,919","1,967,627,975","1,465","1,520","1,450","125,437,686,025","0.01","85,042,499",,,
1296,265560,영화테크,"23,450","50","0.2","79,578","1,876,895,200","23,150","23,900","23,150","125,342,360,500","0.01","5,345,090",,,
1297,200470,에이팩트,"7,090","90","1.3","1,348,829","9,858,410,770","7,250","7,540","7,070","124,455,591,200","0.01","17,553,680",,,
1298,103590,일진전기,"3,340","100","3.1","369,083","1,222,480,335","3,240","3,350","3,240","123,848,502,600","0.01","37,080,390",,,
1299,094860,코닉글로리,"2,445","-5","-0.2","266,535","650,463,210","2,430","2,470","2,430","123,821,144,775","0.01","50,642,595",,,
1300,035150,백산,"5,110","-50","-1.0","88,382","451,418,360","5,200","5,210","5,090","123,662,000,000","0.01","24,200,000",,,
1301,011390,부산산업,"117,000","2,000","1.7","4,954","577,075,500","116,000","118,000","115,500","123,552,000,000","0.01","1,056,000",,,
1302,042510,라온시큐어,"3,610","-10","-0.3","529,483","1,922,134,895","3,620","3,685","3,585","123,427,932,430","0.01","34,190,563",,,
1303,002410,범양건영,"4,970","15","0.3","283,843","1,414,359,155","4,965","5,080","4,930","123,414,950,540","0.01","24,831,982",,,
1304,140610,엔솔바이오사이언스,"13,900","0","0.0","11,351","157,161,750","14,000","14,000","13,650","123,118,138,000","0.01","8,857,420",,,
1305,051360,토비스,"7,350","-70","-0.9","478,449","3,396,745,530","7,480","7,480","7,320","122,870,376,300","0.01","16,717,058",,,
1306,009440,KC그린홀딩스,"5,470","-190","-3.4","642,062","3,556,575,270","5,650","5,660","5,440","122,719,340,600","0.01","22,434,980",,,
1307,004250,NPC,"3,340","0","0.0","58,551","195,696,875","3,360","3,360","3,325","122,644,800,000","0.01","36,720,000",,,
1308,003480,한진중공업홀딩스,"4,150","-5","-0.1","82,248","339,058,995","4,160","4,180","4,095","122,548,719,800","0.01","29,529,812",,,
1309,015710,코콤,"6,970","10","0.1","95,479","665,439,470","7,050","7,050","6,930","122,187,585,000","0.01","17,530,500",,,
1310,009200,무림페이퍼,"2,935","-15","-0.5","430,883","1,265,714,465","2,970","2,990","2,910","122,123,324,850","0.01","41,609,310",,,
1311,068940,아이씨케이,"3,600","20","0.6","641,961","2,354,029,770","3,580","3,780","3,580","122,034,499,200","0.01","33,898,472",,,
1312,284610,TS트릴리온,"3,240","0","0.0","0","0","0","0","0","122,008,680,000","0.01","37,657,000",,,
1313,004830,덕성,"7,770","100","1.3","739,361","5,782,338,830","7,680","8,050","7,600","121,833,600,000","0.01","15,680,000",,,
1314,105740,디케이락,"14,400","-100","-0.7","132,447","1,904,810,050","14,450","14,550","14,200","121,678,732,800","0.01","8,449,912",,,
1315,016250,SGC이테크건설,"76,900","-900","-1.2","74,671","5,894,445,400","78,700","82,800","76,400","121,608,352,700","0.01","1,581,383",,,
1316,084730,팅크웨어,"11,650","350","3.1","559,790","6,622,366,000","11,250","12,200","11,150","121,459,195,300","0.01","10,425,682",,,
1317,086960,한컴MDS,"13,750","0","0.0","59,977","828,774,950","13,800","14,050","13,650","121,393,360,000","0.01","8,828,608",,,
1318,001750,한양증권,"9,530","0","0.0","26,893","255,691,030","9,540","9,550","9,460","121,302,929,020","0.01","12,728,534",,,
1319,012800,대창,"1,330","25","1.9","841,779","1,107,813,230","1,300","1,330","1,295","121,216,863,670","0.01","91,140,499",,,
1320,258790,소프트캠프,"4,850","860","21.6","49,851,022","232,330,677,440","4,105","4,940","4,055","121,207,727,400","0.01","24,991,284",,,
1321,234100,세원,"4,630","420","10.0","12,661,656","59,178,100,555","4,200","4,935","4,175","121,197,857,090","0.01","26,176,643",,,
1322,122350,삼기,"3,180","150","5.0","3,499,405","11,081,014,265","3,095","3,245","3,040","121,117,699,860","0.01","38,087,327",,,
1323,009070,KCTC,"4,030","-65","-1.6","2,532,344","10,367,201,090","4,140","4,170","4,010","120,900,000,000","0.01","30,000,000",,,
1324,078140,대봉엘에스,"10,900","-50","-0.5","33,603","365,708,800","10,950","10,950","10,850","120,843,711,100","0.01","11,086,579",,,
1325,013570,디와이,"4,590","65","1.4","75,450","344,906,635","4,525","4,610","4,510","120,807,115,470","0.01","26,319,633",,,
1326,263800,데이타솔루션,"7,610","-50","-0.6","75,854","576,224,720","7,660","7,660","7,520","120,455,493,800","0.01","15,828,580",,,
1327,040300,YTN,"2,865","-100","-3.4","191,655","552,640,020","2,920","2,945","2,850","120,330,000,000","0.01","42,000,000",,,
1328,900250,크리스탈신소재,"1,775","10","0.6","437,294","776,213,985","1,770","1,785","1,765","120,316,337,300","0.01","67,783,852",,,
1329,204620,글로벌텍스프리,"3,095","50","1.6","153,074","468,946,920","3,030","3,110","3,025","120,071,574,205","0.01","38,795,339",,,
1330,099750,이지케어텍,"18,800","-100","-0.5","21,831","409,537,650","18,900","18,950","18,600","120,056,800,000","0.01","6,386,000",,,
1331,052670,제일바이오,"7,980","-20","-0.2","160,772","1,283,211,700","8,000","8,050","7,950","119,700,000,000","0.01","15,000,000",,,
1332,024950,삼천리자전거,"9,010","-130","-1.4","89,944","813,879,390","9,180","9,180","9,000","119,594,928,770","0.01","13,273,577",,,
1333,012860,모베이스전자,"2,195","85","4.0","3,482,970","7,526,272,980","2,120","2,230","2,055","119,576,532,100","0.01","54,476,780",,,
1334,060850,영림원소프트랩,"14,700","-200","-1.3","177,395","2,617,055,750","15,000","15,100","14,600","119,525,700,000","0.01","8,131,000",,,
1335,080220,제주반도체,"3,675","-30","-0.8","317,138","1,170,045,065","3,755","3,755","3,655","119,514,910,200","0.01","32,521,064",,,
1336,290380,대유,"13,200","-100","-0.8","43,499","576,441,200","13,300","13,400","13,150","119,491,680,000","0.01","9,052,400",,,
1337,000220,유유제약,"14,950","200","1.4","85,058","1,268,133,100","14,750","15,100","14,650","119,488,054,400","0.01","7,992,512",,,
1338,053690,한미글로벌,"10,900","-400","-3.5","218,016","2,381,997,150","11,300","11,350","10,600","119,437,295,000","0.01","10,957,550",,,
1339,010690,화신,"3,420","550","19.2","13,629,613","47,828,765,840","2,900","3,730","2,855","119,427,802,200","0.01","34,920,410",,,
1340,005430,한국공항,"37,700","0","0.0","20,742","779,547,450","37,750","38,100","37,300","119,371,583,500","0.01","3,166,355",,,
1341,043220,에이치엘비파워,"1,310","-15","-1.1","449,947","591,238,990","1,320","1,325","1,310","119,361,143,870","0.01","91,115,377",,,
1342,090470,제이스텍,"8,170","60","0.7","71,627","575,517,870","8,150","8,210","7,910","119,264,091,360","0.01","14,597,808",,,
1343,263600,덕우전자,"7,450","-90","-1.2","113,838","850,369,500","7,560","7,570","7,420","118,680,809,500","0.01","15,930,310",,,
1344,158430,아톤,"27,250","-250","-0.9","26,017","709,928,050","27,750","27,750","27,050","118,634,973,250","0.01","4,353,577",,,
1345,002710,TCC스틸,"5,150","120","2.4","8,433,338","44,445,170,830","5,010","5,590","4,860","118,450,000,000","0.01","23,000,000",,,
1346,060240,룽투코리아,"4,650","-5","-0.1","110,377","512,783,055","4,695","4,705","4,620","118,246,170,600","0.01","25,429,284",,,
1347,078000,텔코웨어,"12,150","0","0.0","17,638","214,785,250","12,150","12,300","12,100","117,887,877,900","0.01","9,702,706",,,
1348,079810,디이엔티,"9,040","-440","-4.6","2,007,461","18,090,086,700","9,490","9,490","8,960","117,853,205,360","0.01","13,036,859",,,
1349,009190,대양금속,"3,980","70","1.8","897,923","3,574,131,065","3,900","4,030","3,900","117,672,437,220","0.01","29,565,939",,,
1350,182360,큐브엔터,"3,400","40","1.2","105,009","356,860,730","3,375","3,430","3,360","117,364,049,200","0.01","34,518,838",,,
1351,119830,아이텍,"8,360","160","2.0","486,899","4,044,361,450","8,240","8,500","8,150","116,928,310,400","0.01","13,986,640",,,
1352,095910,에스에너지,"7,920","-50","-0.6","103,628","820,510,580","7,970","8,030","7,870","116,758,081,440","0.01","14,742,182",,,
1353,100840,S&TC,"15,550","-150","-1.0","10,226","159,254,400","15,700","15,700","15,500","116,729,356,050","0.01","7,506,711",,,
1354,289010,아이스크림에듀,"9,070","-40","-0.4","142,463","1,295,315,560","9,130","9,220","9,040","116,676,815,590","0.01","12,864,037",,,
1355,056080,유진로봇,"3,110","-35","-1.1","2,612,575","8,250,017,105","3,155","3,250","3,065","116,662,792,720","0.01","37,512,152",,,
1356,014570,고려제약,"10,600","100","1.0","88,413","937,757,850","10,550","10,700","10,500","116,600,000,000","0.01","11,000,000",,,
1357,001045,CJ우,"51,500","0","0.0","1,595","82,036,000","51,700","51,700","51,300","116,401,484,500","0.01","2,260,223",,,
1358,032560,황금에스티,"8,310","-200","-2.4","182,276","1,523,271,800","8,550","8,550","8,300","116,340,000,000","0.01","14,000,000",,,
1359,290740,액트로,"11,550","250","2.2","257,418","2,955,636,250","11,300","12,000","10,900","116,250,877,050","0.01","10,065,011",,,
1360,012280,영화금속,"2,175","80","3.8","10,359,991","22,896,270,150","2,240","2,300","2,165","116,133,048,375","0.01","53,394,505",,,
1361,089790,제이티,"11,250","150","1.4","130,369","1,468,635,850","11,250","11,450","11,150","116,049,521,250","0.01","10,315,513",,,
1362,003650,미창석유,"66,700","0","0.0","215","14,394,300","67,300","67,300","66,700","116,036,122,400","0.01","1,739,672",,,
1363,134790,시디즈,"58,000","300","0.5","8,547","493,337,500","56,900","58,900","56,500","116,000,000,000","0.01","2,000,000",,,
1364,067570,엔브이에이치코리아,"3,920","10","0.3","209,107","820,556,835","3,910","3,990","3,835","115,999,797,200","0.01","29,591,785",,,
1365,075180,새론오토모티브,"6,020","-120","-2.0","22,935","138,743,390","6,160","6,160","5,990","115,584,000,000","0.01","19,200,000",,,
1366,130500,GH신소재,"10,500","-100","-0.9","1,823,819","19,631,443,550","10,800","11,150","10,500","115,500,000,000","0.01","11,000,000",,,
1367,001840,이화공영,"5,830","260","4.7","1,655,076","9,671,013,470","5,630","5,990","5,610","115,467,580,800","0.01","19,805,760",,,
1368,013990,아가방컴퍼니,"3,505","-115","-3.2","1,490,188","5,307,572,740","3,600","3,655","3,505","115,270,813,680","0.01","32,887,536",,,
1369,005990,매일홀딩스,"8,400","-20","-0.2","8,191","68,903,210","8,500","8,500","8,350","115,233,753,600","0.01","13,718,304",,,
1370,054180,메디콕스,"2,630","420","19.0","64,621,263","160,582,269,840","2,340","2,700","2,260","115,089,525,880","0.01","43,760,276",,,
1371,148250,알엔투테크놀로지,"16,350","300","1.9","105,743","1,728,066,250","16,050","16,700","15,900","115,060,132,950","0.01","7,037,317",,,
1372,052790,액토즈소프트,"10,150","410","4.2","86,653","862,423,840","9,760","10,200","9,740","115,005,975,700","0.01","11,330,638",,,
1373,007680,대원,"9,800","-70","-0.7","31,322","306,726,000","9,900","9,900","9,710","114,958,900,000","0.01","11,730,500",,,
1374,005360,모나미,"6,080","0","0.0","169,039","1,024,078,440","6,080","6,100","6,040","114,895,626,560","0.01","18,897,307",,,
1375,347770,핌스,"15,800","150","1.0","71,133","1,109,660,850","15,650","15,950","15,250","114,786,099,400","0.01","7,264,943",,,
1376,096040,이트론,"328","-7","-2.1","17,036,988","5,662,714,557","338","345","328","114,668,389,344","0.01","349,598,748",,,
1377,299910,베스파,"14,200","-150","-1.0","57,975","825,042,850","14,350","14,550","14,000","114,617,969,600","0.01","8,071,688",,,
1378,152550,한국ANKOR유전,"1,635","10","0.6","2,420","3,943,910","1,625","1,635","1,625","114,482,700,000","0.01","70,020,000",,,
1379,071970,STX중공업,"4,035","5","0.1","122,683","493,085,925","4,065","4,070","4,000","114,456,713,160","0.01","28,365,976",,,
1380,217820,엔에스,"10,600","100","1.0","194,426","2,041,254,950","10,500","10,750","10,250","114,157,982,600","0.00","10,769,621",,,
1381,038870,에코바이오,"9,810","-60","-0.6","130,078","1,278,992,300","9,870","9,910","9,790","113,903,851,140","0.00","11,610,994",,,
1382,044060,조광ILI,"9,140","110","1.2","148,964","1,360,847,310","9,050","9,270","9,030","113,812,002,060","0.00","12,452,079",,,
1383,334890,이지스밸류리츠,"4,740","5","0.1","88,970","421,817,800","4,740","4,785","4,725","113,760,000,000","0.00","24,000,000",,,
1384,038680,에스넷,"7,070","40","0.6","227,314","1,592,628,200","7,030","7,090","6,930","113,651,770,050","0.00","16,075,215",,,
1385,034590,인천도시가스,"25,950","100","0.4","1,413","36,605,550","25,800","25,950","25,800","113,524,866,300","0.00","4,374,754",,,
1386,046940,우원개발,"6,280","20","0.3","172,182","1,091,194,600","6,340","6,440","6,260","113,506,918,000","0.00","18,074,350",,,
1387,264900,크라운제과,"9,060","50","0.6","5,618","50,724,150","9,010","9,070","8,980","113,466,081,000","0.00","12,523,850",,,
1388,036670,KCI,"10,050","-50","-0.5","23,310","234,352,000","10,100","10,100","10,000","113,263,500,000","0.00","11,270,000",,,
1389,010600,웰바이오텍,"2,510","-10","-0.4","239,829","604,954,475","2,570","2,570","2,505","113,148,709,170","0.00","45,079,167",,,
1390,067010,이씨에스,"9,200","-310","-3.3","4,225,711","40,123,056,760","9,620","9,910","9,040","113,104,800,000","0.00","12,294,000",,,
1391,033830,티비씨,"1,130","15","1.4","493,076","557,111,015","1,110","1,145","1,110","113,000,000,000","0.00","100,000,000",,,
1392,104620,노랑풍선,"23,700","200","0.8","47,064","1,099,568,800","23,350","23,800","22,900","112,945,905,000","0.00","4,765,650",,,
1393,229000,젠큐릭스,"17,600","0","0.0","61,609","1,086,181,850","17,800","17,850","17,500","112,620,622,400","0.00","6,398,899",,,
1394,211270,AP위성,"7,500","320","4.5","194,860","1,436,783,390","7,160","7,770","7,160","112,611,030,000","0.00","15,014,804",,,
1395,267290,경동도시가스,"19,100","100","0.5","26,608","508,936,700","19,050","19,250","18,950","112,602,254,600","0.00","5,895,406",,,
1396,008290,원풍물산,"2,765","-25","-0.9","190,663","528,067,405","2,760","2,805","2,740","112,518,022,435","0.00","40,693,679",,,
1397,043200,파루,"2,900","35","1.2","526,700","1,509,505,585","2,870","2,915","2,825","112,477,796,300","0.00","38,785,447",,,
1398,046120,오르비텍,"4,725","-65","-1.4","722,010","3,426,321,875","4,790","4,800","4,710","112,410,457,425","0.00","23,790,573",,,
1399,024060,흥구석유,"7,490","40","0.5","132,608","995,763,380","7,510","7,580","7,470","112,350,000,000","0.00","15,000,000",,,
1400,297890,엘이티,"15,800","400","2.6","43,385","687,642,900","16,000","16,000","15,500","112,329,310,000","0.00","7,109,450",,,
1401,033130,디지틀조선,"3,020","-5","-0.2","538,877","1,622,776,945","3,020","3,060","2,965","112,088,106,340","0.00","37,115,267",,,
1402,217480,에스디생명공학,"5,000","0","0.0","38,283","190,873,575","4,975","5,040","4,965","112,075,330,000","0.00","22,415,066",,,
1403,900310,컬러레이,"2,075","10","0.5","236,399","487,064,860","2,055","2,090","2,040","112,050,000,000","0.00","54,000,000",,,
1404,057540,옴니시스템,"2,570","65","2.6","2,480,330","6,422,535,030","2,535","2,640","2,525","111,959,955,450","0.00","43,564,185",,,
1405,031820,콤텍시스템,"1,650","-50","-2.9","2,424,861","4,044,452,895","1,710","1,720","1,645","111,954,918,900","0.00","67,851,466",,,
1406,060230,이그잭스,"1,450","-10","-0.7","477,344","689,584,405","1,460","1,470","1,430","111,888,635,200","0.00","77,164,576",,,
1407,094360,칩스앤미디어,"11,600","-100","-0.8","167,366","1,945,342,150","11,700","11,850","11,500","111,827,654,000","0.00","9,640,315",,,
1408,008250,이건산업,"10,200","400","4.1","587,244","5,877,456,480","9,830","10,300","9,750","111,716,877,000","0.00","10,952,635",,,
1409,038070,서린바이오,"13,950","-50","-0.4","166,043","2,338,421,800","14,100","14,300","13,900","111,609,430,200","0.00","8,000,676",,,
1410,299170,더블유에스아이,"3,935","-285","-6.8","403,531","1,630,178,870","4,215","4,250","3,920","111,588,584,405","0.00","28,357,963",,,
1411,014940,오리엔탈정공,"2,445","5","0.2","362,583","895,747,335","2,480","2,500","2,440","111,427,601,145","0.00","45,573,661",,,
1412,066130,하츠,"8,680","-20","-0.2","349,119","3,013,422,880","8,700","8,850","8,490","111,104,000,000","0.00","12,800,000",,,
1413,014710,사조씨푸드,"6,450","-70","-1.1","211,891","1,367,681,110","6,570","6,570","6,400","111,059,602,350","0.00","17,218,543",,,
1414,065710,서호전기,"21,550","0","0.0","5,916","126,900,350","21,550","21,650","21,300","110,982,500,000","0.00","5,150,000",,,
1415,002600,조흥,"184,500","2,000","1.1","98","17,941,500","182,500","185,000","180,500","110,700,000,000","0.00","600,000",,,
1416,239890,피엔에이치테크,"27,700","1,200","4.5","1,360","36,637,500","26,500","27,900","26,500","110,671,915,200","0.00","3,995,376",,,
1417,027970,세하,"1,920","-20","-1.0","1,071,171","2,046,271,085","1,950","1,950","1,890","110,520,954,240","0.00","57,562,997",,,
1418,090740,아이엠이연이,"5,830","-20","-0.3","380,427","2,218,913,720","5,790","6,000","5,750","110,178,552,330","0.00","18,898,551",,,
1419,048910,대원미디어,"8,740","500","6.1","821,595","7,067,622,010","8,300","8,930","8,230","109,939,988,040","0.00","12,578,946",,,
1420,014580,태경비케이,"3,980","-25","-0.6","308,661","1,232,007,775","4,020","4,020","3,970","109,780,738,000","0.00","27,583,100",,,
1421,010960,삼호개발,"4,390","20","0.5","57,683","252,673,195","4,370","4,405","4,360","109,750,000,000","0.00","25,000,000",,,
1422,069510,에스텍,"10,050","60","0.6","5,749","57,559,710","10,050","10,050","9,990","109,645,500,000","0.00","10,910,000",,,
1423,056730,포스링크,"1,550","0","0.0","0","0","0","0","0","109,591,063,600","0.00","70,703,912",,,
1424,004080,신흥,"11,400","-100","-0.9","9,239","105,498,050","11,600","11,600","11,300","109,440,000,000","0.00","9,600,000",,,
1425,005710,대원산업,"5,460","0","0.0","12,377","67,529,760","5,500","5,510","5,410","109,405,296,000","0.00","20,037,600",,,
1426,006220,제주은행,"3,405","10","0.3","12,268","41,889,880","3,415","3,425","3,405","109,398,475,470","0.00","32,128,774",,,
1427,040160,누리텔레콤,"9,060","790","9.6","3,687,872","33,684,123,650","8,800","9,670","8,710","109,223,147,100","0.00","12,055,535",,,
1428,035620,바른손이앤에이,"1,485","-10","-0.7","285,092","424,563,715","1,505","1,505","1,485","109,130,426,955","0.00","73,488,503",,,
1429,174880,장원테크,"1,585","-15","-0.9","2,644,171","4,240,304,170","1,590","1,655","1,560","109,098,017,845","0.00","68,831,557",,,
1430,223250,드림씨아이에스,"19,600","-100","-0.5","8,987","174,949,150","19,650","19,650","19,350","109,091,052,000","0.00","5,565,870",,,
1431,012160,영흥,"1,270","30","2.4","795,903","1,018,307,395","1,290","1,315","1,255","108,999,666,430","0.00","85,826,509",,,
1432,214270,퓨쳐스트림네트웍스,"1,080","-5","-0.5","493,823","533,143,210","1,080","1,090","1,070","108,946,313,280","0.00","100,876,216",,,
1433,092200,디아이씨,"2,795","645","30.0","28,060,171","74,133,153,185","2,430","2,795","2,300","108,693,550,355","0.00","38,888,569",,,
1434,005750,대림B&Co,"6,510","250","4.0","215,182","1,400,661,940","6,400","6,690","6,340","108,536,282,400","0.00","16,672,240",,,
1435,009300,삼아제약,"17,000","-100","-0.6","14,259","241,948,350","17,050","17,100","16,850","108,290,000,000","0.00","6,370,000",,,
1436,000040,KR모터스,"1,180","35","3.1","2,046,380","2,335,235,320","1,135","1,180","1,105","108,160,001,240","0.00","91,661,018",,,
1437,026150,특수건설,"6,920","140","2.1","331,795","2,316,826,900","6,870","7,080","6,870","108,130,023,920","0.00","15,625,726",,,
1438,140070,서플러스글로벌,"2,920","30","1.0","139,492","406,698,010","2,890","2,970","2,870","108,004,960,000","0.00","36,988,000",,,
1439,242040,나무기술,"3,330","25","0.8","745,550","2,487,902,245","3,350","3,360","3,305","107,894,197,800","0.00","32,400,660",,,
1440,237820,플레이디,"8,380","-60","-0.7","14,776","123,717,130","8,440","8,440","8,360","107,491,433,200","0.00","12,827,140",,,
1441,256150,한독크린텍,"26,250","300","1.2","12,309","324,221,350","26,200","26,700","26,000","107,388,750,000","0.00","4,091,000",,,
1442,124560,태웅로직스,"5,490","-60","-1.1","672,104","3,713,045,110","5,600","5,600","5,470","107,256,988,080","0.00","19,536,792",,,
1443,064800,젬백스링크,"1,365","-15","-1.1","735,290","1,003,371,895","1,385","1,390","1,355","107,241,612,660","0.00","78,565,284",,,
1444,264660,씨앤지하이테크,"12,750","200","1.6","289,375","3,762,714,950","13,250","13,400","12,700","107,169,870,000","0.00","8,405,480",,,
1445,106190,하이텍팜,"15,100","200","1.3","62,176","915,300,800","14,900","15,100","14,500","107,040,608,200","0.00","7,088,782",,,
1446,073570,WI,"1,410","15","1.1","250,432","351,432,860","1,405","1,415","1,395","106,935,597,090","0.00","75,840,849",,,
1447,000650,천일고속,"74,800","600","0.8","1,066","79,087,400","75,600","75,600","73,200","106,905,656,000","0.00","1,429,220",,,
1448,058430,포스코강판,"17,800","0","0.0","39,707","706,266,100","17,950","18,050","17,500","106,800,000,000","0.00","6,000,000",,,
1449,058630,엠게임,"5,460","140","2.6","537,686","2,920,537,570","5,390","5,480","5,340","106,709,568,420","0.00","19,543,877",,,
1450,013310,아진산업,"2,800","15","0.5","218,162","609,305,925","2,785","2,810","2,770","106,466,040,800","0.00","38,023,586",,,
1451,124500,아이티센,"5,340","-20","-0.4","164,038","873,937,940","5,400","5,410","5,290","106,305,158,220","0.00","19,907,333",,,
1452,001290,상상인증권,"1,105","-10","-0.9","46,009","51,102,300","1,115","1,125","1,105","106,199,822,885","0.00","96,108,437",,,
1453,006370,대구백화점,"9,810","0","0.0","656,577","6,420,442,470","9,720","10,000","9,220","106,160,003,910","0.00","10,821,611",,,
1454,227840,현대코퍼레이션홀딩스,"11,650","-100","-0.8","21,836","256,442,150","11,800","11,850","11,650","106,024,739,400","0.00","9,100,836",,,
1455,069920,아이에스이커머스,"4,105","-5","-0.1","2,524","10,365,755","4,050","4,140","4,045","106,017,216,010","0.00","25,826,362",,,
1456,065150,MP그룹,"1,310","20","1.6","1,781,191","2,289,162,625","1,300","1,325","1,255","105,859,013,170","0.00","80,808,407",,,
1457,150840,인트로메딕,"3,370","-50","-1.5","398,104","1,362,346,655","3,465","3,475","3,355","105,714,965,620","0.00","31,369,426",,,
1458,039830,오로라,"9,810","-160","-1.6","182,238","1,795,999,950","10,000","10,050","9,780","105,583,950,900","0.00","10,762,890",,,
1459,092440,기신정기,"3,605","-15","-0.4","40,474","145,006,115","3,625","3,630","3,485","105,266,000,000","0.00","29,200,000",,,
1460,053700,삼보모터스,"6,160","20","0.3","133,960","837,040,320","6,140","6,390","6,110","105,240,778,720","0.00","17,084,542",,,
1461,307930,컴퍼니케이,"6,740","0","0.0","40,991","273,841,760","6,720","6,800","6,620","105,211,400,000","0.00","15,610,000",,,
1462,023000,삼원강재,"2,630","10","0.4","18,060","47,396,695","2,605","2,640","2,600","105,200,000,000","0.00","40,000,000",,,
1463,040420,정상제이엘에스,"6,700","-10","-0.2","23,677","158,545,590","6,710","6,730","6,680","105,039,598,400","0.00","15,677,552",,,
1464,003547,대신증권2우B,"10,500","-50","-0.5","46,631","489,765,850","10,550","10,600","10,400","105,000,000,000","0.00","10,000,000",,,
1465,019440,세아특수강,"12,250","-50","-0.4","11,084","136,766,050","12,400","12,450","12,200","104,982,500,000","0.00","8,570,000",,,
1466,007280,한국특수형강,"1,970","-25","-1.2","77,251","152,260,065","2,010","2,010","1,965","104,887,677,720","0.00","53,242,476",,,
1467,192250,케이사인,"1,500","5","0.3","816,842","1,223,589,945","1,515","1,520","1,485","104,506,885,500","0.00","69,671,257",,,
1468,005257,녹십자홀딩스2우,"123,500","-8,500","-6.4","8,610","1,075,909,000","131,000","131,000","123,000","104,479,765,000","0.00","845,990",,,
1469,060310,3S,"2,330","0","0.0","300,547","695,194,985","2,335","2,355","2,225","104,389,850,630","0.00","44,802,511",,,
1470,002140,고려산업,"4,185","30","0.7","201,191","838,846,665","4,155","4,210","4,125","104,371,493,625","0.00","24,939,425",,,
1471,133750,메가엠디,"4,455","-20","-0.4","469,553","2,107,136,690","4,500","4,560","4,425","104,278,528,035","0.00","23,407,077",,,
1472,258830,세종메디칼,"15,350","-400","-2.5","149,101","2,356,012,950","15,750","16,400","15,250","104,038,324,350","0.00","6,777,741",,,
1473,350520,이지스레지던스리츠,"5,030","30","0.6","40,850","205,084,190","5,040","5,040","5,000","103,618,000,000","0.00","20,600,000",,,
1474,066980,브레인콘텐츠,"654","86","15.1","39,231,867","25,717,347,139","570","700","560","103,605,555,774","0.00","158,418,281",,,
1475,002070,비비안,"3,870","35","0.9","1,125,456","4,458,375,160","3,900","4,090","3,845","103,467,894,300","0.00","26,735,890",,,
1476,065060,지엔코,"1,055","-5","-0.5","235,612","248,790,530","1,070","1,070","1,050","103,398,486,420","0.00","98,008,044",,,
1477,079970,투비소프트,"3,245","-10","-0.3","1,332,586","4,388,722,500","3,295","3,355","3,235","103,206,851,825","0.00","31,804,885",,,
1478,083500,에프엔에스테크,"12,300","-750","-5.8","506,197","6,353,939,950","12,950","13,050","12,150","103,144,380,600","0.00","8,385,722",,,
1479,018680,서울제약,"12,050","-350","-2.8","214,854","2,576,419,200","11,950","12,100","11,900","102,720,502,150","0.00","8,524,523",,,
1480,234300,에스트래픽,"4,930","35","0.7","677,872","3,415,374,835","5,040","5,160","4,925","102,672,968,800","0.00","20,826,160",,,
1481,093240,형지엘리트,"3,295","435","15.2","27,357,374","88,630,711,280","2,950","3,425","2,910","102,655,059,410","0.00","31,154,798",,,
1482,226440,한송네오텍,"2,150","30","1.4","1,898,860","4,080,735,675","2,120","2,185","2,115","102,566,919,600","0.00","47,705,544",,,
1483,225330,씨엠에스에듀,"5,500","0","0.0","55,117","303,053,450","5,530","5,530","5,450","102,490,454,000","0.00","18,634,628",,,
1484,036010,아비코전자,"7,710","-160","-2.0","205,583","1,606,317,840","7,870","8,120","7,450","102,488,521,140","0.00","13,292,934",,,
